"CensusTract","State","County","Urban","POP2010","OHU2010","GroupQuartersFlag","NUMGQTRS","PCTGQTRS","LILATracts_1And10","LILATracts_halfAnd10","LILATracts_1And20","LILATracts_Vehicle","HUNVFlag","LowIncomeTracts","PovertyRate","MedianFamilyIncome","LA1and10","LAhalfand10","LA1and20","LATracts_half","LATracts1","LATracts10","LATracts20","LATractsVehicle_20","LAPOP1_10","LAPOP05_10","LAPOP1_20","LALOWI1_10","LALOWI05_10","LALOWI1_20","lapophalf","lapophalfshare","lalowihalf","lalowihalfshare","lakidshalf","lakidshalfshare","laseniorshalf","laseniorshalfshare","lawhitehalf","lawhitehalfshare","lablackhalf","lablackhalfshare","laasianhalf","laasianhalfshare","lanhopihalf","lanhopihalfshare","laaianhalf","laaianhalfshare","laomultirhalf","laomultirhalfshare","lahisphalf","lahisphalfshare","lahunvhalf","lahunvhalfshare","lasnaphalf","lasnaphalfshare","lapop1","lapop1share","lalowi1","lalowi1share","lakids1","lakids1share","laseniors1","laseniors1share","lawhite1","lawhite1share","lablack1","lablack1share","laasian1","laasian1share","lanhopi1","lanhopi1share","laaian1","laaian1share","laomultir1","laomultir1share","lahisp1","lahisp1share","lahunv1","lahunv1share","lasnap1","lasnap1share","lapop10","lapop10share","lalowi10","lalowi10share","lakids10","lakids10share","laseniors10","laseniors10share","lawhite10","lawhite10share","lablack10","lablack10share","laasian10","laasian10share","lanhopi10","lanhopi10share","laaian10","laaian10share","laomultir10","laomultir10share","lahisp10","lahisp10share","lahunv10","lahunv10share","lasnap10","lasnap10share","lapop20","lapop20share","lalowi20","lalowi20share","lakids20","lakids20share","laseniors20","laseniors20share","lawhite20","lawhite20share","lablack20","lablack20share","laasian20","laasian20share","lanhopi20","lanhopi20share","laaian20","laaian20share","laomultir20","laomultir20share","lahisp20","lahisp20share","lahunv20","lahunv20share","lasnap20","lasnap20share","TractLOWI","TractKids","TractSeniors","TractWhite","TractBlack","TractAsian","TractNHOPI","TractAIAN","TractOMultir","TractHispanic","TractHUNV","TractSNAP"
53033010200,"Washington","king",1,4835,1910,0,21,0.0043433,0,0,0,0,0,0,7.4,114688,0,1,0,1,0,0,0,0,0,724.7327959,0,0,110.1222009,0,724.7327959,0.149893029,110.1222009,0.02277605,181.3774655,0.037513437,143.7482276,0.029730761,468.6733387,0.096933472,95.19927433,0.019689612,114.2074933,0.023620991,6.999999881,0.001447777,0.848742902,0.000175541,38.80394801,0.008025636,26.46643674,0.005473927,11.30578866,0.005919261,8.387857628,0.004391548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,1058,656,2858,786,813,21,11,346,259,92,58
53033010300,"Washington","king",1,5940,2323,0,225,0.0378788,0,1,0,1,1,1,26.9,60067,0,1,0,1,0,0,0,1,0,2347.622422,0,0,863.960652,0,2347.622422,0.39522263,863.960652,0.145447921,404.177106,0.068043284,200.87644,0.033817582,1050.311907,0.176820186,619.675237,0.10432243,375.1356528,0.06315415,3.071235429,0.000517043,24.44412517,0.004115173,274.9842689,0.046293648,262.2770574,0.044154387,164.9130606,0.070991417,268.435448,0.115555509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523,1255,599,2163,1616,1489,41,63,568,528,305,617
53033010401,"Washington","king",1,4432,1412,0,61,0.0137635,0,1,0,0,0,1,17.2,65250,0,1,0,1,0,0,0,0,0,963.602326,0,0,317.2703884,0,963.602326,0.217419297,317.2703884,0.071586279,163.0080161,0.036779787,168.8799531,0.038104683,126.6826298,0.028583626,83.36803583,0.018810477,669.0448695,0.150957777,5.097887114,0.001150245,8.604450988,0.001941437,70.80445001,0.015975733,52.84152862,0.011922728,3.058659319,0.002166189,57.61749524,0.040805592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121,888,672,840,625,2572,29,29,337,217,44,297
53033010402,"Washington","king",1,4669,1568,0,34,0.0072821,0,0,0,0,0,0,7.6,80756,0,1,0,1,0,0,0,0,0,2029.748634,0,0,423.6696429,0,2029.748634,0.434728771,423.6696429,0.090740982,390.62739,0.083664037,269.2235378,0.057661927,528.3689678,0.113165339,203.2547293,0.043532818,1072.041707,0.229608419,31.35287241,0.006715115,13.46860365,0.002884687,181.2617709,0.038822397,189.1283225,0.040507244,66.60718848,0.042479074,60.88899468,0.038832267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,911,645,1227,406,2515,40,33,448,364,175,134
53033010500,"Washington","king",1,6342,3310,0,272,0.0428887,0,0,0,0,0,0,12,101420,0,1,0,1,0,0,0,0,0,568.3370999,0,0,99.68435299,0,568.3370999,0.089614806,99.68435299,0.015718126,108.9253065,0.01717523,49.17798776,0.007754334,501.5759188,0.079087972,6.145302013,0.000968985,17.59002193,0.002773576,1.912756741,0.000301602,3.454314247,0.000544673,37.65878347,0.005937998,40.32001092,0.006357618,10.52095526,0.003178536,17.64032688,0.005329404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,852,1114,5360,136,355,26,51,414,319,586,246
53033010600,"Washington","king",1,7310,3605,0,8,0.0010944,0,0,0,0,0,0,7.9,121607,0,1,0,1,0,0,0,0,0,1101.714839,0,0,277.35598,0,1101.714839,0.150713384,277.35598,0.037941995,184.8163327,0.025282672,186.3935083,0.025498428,955.0472512,0.130649419,16.46572042,0.002252493,66.32773534,0.009073562,1.043032009,0.000142686,6.618866477,0.000905454,56.21222874,0.007689771,30.80656763,0.004214305,37.04068237,0.010274808,39.0660602,0.010836633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,1187,847,6130,243,352,11,48,526,401,280,273
53033010701,"Washington","king",1,3385,1280,0,53,0.0156573,1,1,1,1,1,1,31.9,52727,1,1,1,1,1,0,0,1,1509.833745,3385.000003,1509.833745,781.9543899,1698.76959,781.9543899,3385.000003,1.000000001,1698.76959,0.501852168,863.9999995,0.255243722,173,0.051107829,1471.999994,0.434859673,844.9999982,0.249630723,549.999997,0.162481535,50.99999947,0.01506647,31.0000001,0.00915805,436.0000037,0.128803546,432.0000029,0.127621862,206.417438,0.161263623,432.3957575,0.337809186,1509.833745,0.446036557,781.9543899,0.231005728,401.383446,0.118577089,68.37957355,0.02020076,549.5017602,0.162334346,394.8968857,0.116660823,276.5623158,0.081702309,22.98570916,0.006790461,16.81299797,0.004966912,249.074079,0.073581707,253.1729036,0.074792586,92.54550228,0.072301174,188.8116486,0.1475091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,864,173,1472,845,550,51,31,436,432,231,478
53033010702,"Washington","king",1,3679,1344,0,5,0.0013591,0,1,0,1,1,1,40.7,47391,0,1,0,1,0,0,0,1,0,3386.789827,0,0,1740.955143,0,3386.789827,0.920573478,1740.955143,0.473214228,1228.349639,0.333881391,262.6019884,0.071378632,1149.367731,0.312413083,1387.103519,0.377032759,490.6163191,0.13335589,63.89341342,0.01736706,47.58835853,0.012935134,248.2205001,0.067469557,257.054304,0.0698707,258.5150178,0.192347483,394.8910877,0.293817774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192,1309,273,1273,1474,508,68,54,302,298,331,473
53033010800,"Washington","king",1,4596,1667,0,13,0.0028285,0,0,0,0,0,0,17.1,77462,1,1,1,1,1,0,0,0,3670.198747,4595.999955,3670.198747,1362.664071,1669.270862,1362.664071,4595.999955,0.99999999,1669.270862,0.363200797,1060.999991,0.230852914,326.9999967,0.071148824,2396.999993,0.521540469,480.999998,0.104656222,1125.999983,0.244995645,73.99999915,0.016100957,63.99999932,0.013925152,453.9999969,0.098781548,375.9999969,0.081810269,69.80395862,0.041874,345.762452,0.207415988,3670.198747,0.798563696,1362.664071,0.296489136,847.3750405,0.184372289,282.8908471,0.061551533,1888.851547,0.410977273,351.2156856,0.076417686,983.579021,0.21400762,57.0161827,0.01240561,52.9738711,0.011526082,336.5624525,0.073229428,255.8213874,0.055661747,49.38014077,0.02962216,273.2118158,0.163894311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,1061,327,2397,481,1126,74,64,454,376,75,358
53033010900,"Washington","king",1,1287,619,0,84,0.0652681,0,0,0,0,1,0,17.2,81016,1,1,1,1,1,0,0,1,1116.968717,1287.000007,1116.968717,308.1645645,370.0262599,308.1645645,1287.000007,1.000000005,370.0262599,0.287510691,162.9999998,0.126651126,83.00000096,0.064491065,904.0000067,0.702408708,95.0000001,0.073815074,126.0000003,0.097902098,4.000000007,0.003108003,25.00000029,0.01942502,133.0000003,0.103341104,158.0000011,0.122766124,123.1442617,0.198940649,110.7898211,0.17898194,1116.968717,0.867885561,308.1645645,0.239444106,151.6796012,0.117855168,75.99220901,0.059046005,752.378452,0.584598642,87.64731458,0.068102032,121.5362108,0.09443373,3.53101325,0.0027436,24.37917145,0.018942635,127.4965553,0.099064923,140.779546,0.109385817,108.6572353,0.175536729,91.5590268,0.147914421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,163,83,904,95,126,4,25,133,158,121,109
53033011001,"Washington","king",1,4534,1556,0,112,0.0247022,0,0,0,0,0,1,41.3,38500,0,0,0,0,0,0,0,0,0,70.81973656,0,0,43.05908834,0,70.81973656,0.015619704,43.05908834,0.009496932,17.34006762,0.003824452,5.140386153,0.001133742,6.529785018,0.001440182,13.25455715,0.002923369,43.22177396,0.009532813,0.612022221,0.000134985,0.052743786,1.16329e-05,7.148853116,0.001576721,5.230196333,0.00115355,2.717199587,0.001746272,8.75207926,0.00562473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856,1260,617,668,1465,1981,43,16,361,290,348,636
53033011002,"Washington","king",1,4479,1248,0,22,0.0049118,0,1,0,0,0,1,31.8,44434,0,1,0,1,0,0,0,0,2.140315533,2037.365032,2.140315533,0.77829653,931.6035478,0.77829653,2037.365032,0.454870514,931.6035478,0.207993648,511.313001,0.114157848,229.9607242,0.051341979,231.9530302,0.051786789,369.2209098,0.082433782,1254.731811,0.280136595,2.99999997,0.000669792,14.79897561,0.00330408,163.6603101,0.036539475,122.5168365,0.027353614,70.50657066,0.05649565,198.7326238,0.159240884,2.140315533,0.000477856,0.77829653,0.000173766,0,0,0,0,2.140315533,0.000477856,0,0,0,0,0,0,0,0,0,0,0,0,0.153663665,0.000123128,0.439514011,0.000352175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,1288,459,436,1140,2547,26,20,310,187,167,435
53033011101,"Washington","king",1,4390,1431,0,13,0.0029613,0,0,0,0,0,1,17.3,60875,0,0,0,0,0,0,0,0,0,225.2302604,0,0,113.2334073,0,225.2302604,0.051305298,113.2334073,0.025793487,57.44379318,0.013085147,27.648009,0.006297952,36.49663627,0.008313585,47.57362002,0.010836815,119.9766014,0.027329522,0,0,0.750638336,0.000170988,20.4327662,0.004654389,17.30425553,0.003941744,1.694263246,0.001183972,20.24823207,0.014149708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,955,591,656,1193,2098,89,13,341,252,290,525
53033011102,"Washington","king",1,4419,1497,0,175,0.0396017,0,1,0,1,1,1,21.6,82903,0,1,0,1,0,0,0,1,0,2875.888648,0,0,927.0145868,0,2875.888648,0.65080078,927.0145868,0.209779268,627.473921,0.141994551,550.9269131,0.124672304,1649.095327,0.373182921,367.0216679,0.083055367,600.6881509,0.135933051,16.03629168,0.003628941,6.606389889,0.001494997,236.4408124,0.053505502,188.602371,0.042679876,119.2344989,0.079648964,130.3966513,0.087105311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,1054,677,1938,724,1216,36,14,491,504,191,185
53033011200,"Washington","king",1,3906,1317,0,98,0.0250896,0,1,0,1,1,1,34.7,43446,0,1,0,1,0,0,0,1,41.26592763,3186.846397,41.26592763,14.05073736,1538.209117,14.05073736,3186.846397,0.815884894,1538.209117,0.393806737,761.7733256,0.195026453,228.9382802,0.058611951,1450.081324,0.371244579,312.2854203,0.079950184,525.2388315,0.134469747,53.90908203,0.013801608,60.77513244,0.01555943,784.5566098,0.200859347,1157.80442,0.296416902,226.0557862,0.171644485,313.5414971,0.238072511,41.26592763,0.010564754,14.05073736,0.003597219,8.648539171,0.002214168,5.693102933,0.001457528,27.54643549,0.007052339,1.194860283,0.000305904,3.485222816,0.000892274,0.40742572,0.000104308,1.591506477,0.000407452,7.040476978,0.001802477,16.82487896,0.004307445,3.290568884,0.002498534,4.881200612,0.003706303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156,968,285,1742,402,617,62,75,1008,1457,287,392
53033011300,"Washington","king",1,5984,2368,0,18,0.003008,0,0,0,0,1,0,8.1,76662,1,1,1,1,1,0,0,1,1716.980698,4398.435875,1716.980698,578.118475,1369.172707,578.118475,4398.435875,0.735032733,1369.172707,0.228805599,868.138488,0.145076619,422.5657658,0.070615937,2592.321074,0.433208736,323.781871,0.054107933,850.1947785,0.142078004,32.25723038,0.00539058,68.23936395,0.011403637,531.6415611,0.088843844,586.7350386,0.098050641,306.1656189,0.129292913,305.2466882,0.128904851,1716.980698,0.286928593,578.118475,0.096610708,335.7353171,0.056105501,114.9830107,0.019215075,1000.653154,0.16722145,147.9205104,0.024719337,322.520603,0.05389716,16.44205612,0.00274767,17.11262824,0.002859731,212.3317588,0.035483248,249.823102,0.041748513,136.0879943,0.057469592,118.6969514,0.050125402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,1250,570,3339,422,1212,89,125,797,878,525,486
53033011401,"Washington","king",1,4027,1679,0,0,0,0,1,0,1,1,1,16.3,64205,0,1,0,1,0,0,0,1,263.4531548,3083.01592,263.4531548,90.3803707,1110.446945,90.3803707,3083.01592,0.765586273,1110.446945,0.275750421,709.2224864,0.176116833,184.4054733,0.045792271,1656.091091,0.411246856,423.2952599,0.105114293,478.1633658,0.118739351,17.47029295,0.00433829,34.94460202,0.008677577,473.0513233,0.117469909,511.9268455,0.127123627,103.976886,0.061927865,177.4802779,0.105705943,263.4531548,0.065421692,90.3803707,0.022443598,60.30560571,0.014975318,17.9867348,0.004466535,146.8347167,0.036462557,19.22808944,0.004774793,69.96043125,0.017372841,2.062091358,0.000512066,1.060117334,0.000263252,24.30770849,0.006036183,21.64704051,0.005375476,1.566520752,0.000933008,14.49627861,0.008633876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,868,247,2219,502,616,23,45,622,670,140,246
53033011402,"Washington","king",1,4174,1744,0,0,0,0,1,0,0,0,1,23.6,54508,0,1,0,1,0,0,0,0,0,687.4157251,0,0,302.5249949,0,687.4157251,0.16468992,302.5249949,0.072478437,162.2273812,0.038866167,37.53326818,0.008992158,252.8710298,0.060582422,78.11782932,0.01871534,133.1488115,0.031899572,21.63893914,0.005184221,34.18491185,0.008189965,167.4541995,0.0401184,187.4205661,0.044901909,46.80204148,0.026836033,74.62052354,0.042786997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,989,509,2053,483,689,60,118,771,986,372,510
53033011500,"Washington","king",1,4191,1900,0,0,0,0,0,0,0,0,0,8.1,100476,0,1,0,1,0,0,0,0,0,3029.999594,0,0,566.3154112,0,3029.999594,0.722977713,566.3154112,0.13512656,542.3312653,0.129403786,246.7952158,0.058886952,2518.06066,0.600825736,74.86694758,0.017863743,180.5280864,0.043075182,10.39750773,0.002480913,24.26867293,0.005790664,221.8777075,0.052941472,193.91131,0.046268506,74.08123903,0.038990126,101.3725168,0.053353956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,746,374,3413,121,293,15,42,307,267,101,142
53033011600,"Washington","king",1,6413,2908,0,103,0.0160611,0,0,0,0,1,0,4.6,130368,1,1,1,1,1,0,0,1,753.019571,5592.045212,753.019571,80.58488703,717.0191454,80.58488703,5592.045212,0.871985843,717.0191454,0.111807133,1069.610467,0.166787848,793.9031599,0.123795908,4960.016412,0.773431532,80.83459363,0.012604802,238.1818017,0.037140465,14.82453442,0.002311638,30.94884339,0.004825954,267.2390344,0.041671454,220.7018283,0.034414756,192.3415571,0.066142214,20.43427707,0.007026918,753.019571,0.117420797,80.58488703,0.012565864,153.1805139,0.023885937,115.5632063,0.018020148,679.9253767,0.106022981,10.81772189,0.001686843,22.61112689,0.003525827,0,0,1.410673243,0.000219971,38.25466553,0.005965175,35.8657365,0.005592661,20.55688593,0.00706908,2.591968324,0.000891323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,1184,1044,5647,106,273,18,41,328,271,215,24
53033011700,"Washington","king",1,5538,1639,0,56,0.010112,0,1,0,0,0,1,14.5,61429,0,1,0,1,0,0,0,0,0.313758075,4024.676189,0.313758075,0.065678209,1567.482702,0.065678209,4024.676189,0.726738207,1567.482702,0.283041297,974.3106623,0.175931864,506.1256312,0.09139141,607.5415333,0.109704141,1102.008552,0.198990349,1951.064384,0.352304873,24.97788289,0.004510271,18.53484846,0.003346849,320.5489964,0.057881726,269.84609,0.048726271,59.99940569,0.036607325,272.6998117,0.166381825,0.313758075,5.66555e-05,0.065678209,1.18596e-05,0.08557038,1.54515e-05,0.0475391,8.58416e-06,0.06655474,1.20178e-05,0.20917204,3.77703e-05,0.01901564,3.43367e-06,0,0,0,0,0.01901564,3.43367e-06,0.03803128,6.86733e-06,0,0,0.02141713,1.30672e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258,1344,689,806,1468,2768,33,39,424,359,70,371
53033011800,"Washington","king",1,7383,2678,0,102,0.0138155,0,1,0,0,0,1,33.6,33856,0,1,0,1,0,0,0,0,0,1352.831052,0,0,864.3077972,0,1352.831052,0.183235954,864.3077972,0.117067289,303.0015011,0.041040431,145.1895173,0.019665382,258.3823961,0.034996938,351.9103131,0.047664948,594.0991942,0.080468535,14.52512538,0.001967374,4.573893814,0.000619517,129.3401257,0.017518641,106.5184166,0.014427525,42.35312318,0.015815207,132.0108128,0.049294553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4693,1786,722,1748,2661,1949,89,74,862,815,343,840
53033011900,"Washington","king",1,7108,2425,0,49,0.0068936,0,0,0,0,0,0,17.5,75129,0,1,0,1,0,0,0,0,168.4495733,5623.150081,168.4495733,68.02575764,2011.485248,68.02575764,5623.150081,0.791101587,2011.485248,0.282988921,1223.948769,0.17219313,720.5931179,0.10137776,1619.502086,0.227842162,1524.916318,0.214535216,1827.639288,0.257124267,75.59570855,0.010635299,44.65265267,0.006282028,530.8440024,0.074682611,332.6417043,0.046798214,30.27998299,0.012486591,362.5075826,0.149487663,168.4495733,0.023698589,68.02575764,0.009570309,34.26430529,0.004820527,25.4303666,0.003577711,58.85792938,0.008280519,34.30460928,0.004826197,62.00454623,0.008723206,1.716733873,0.000241521,0.935746104,0.000131647,10.63000762,0.001495499,10.47649964,0.001473903,0.494614259,0.000203965,10.99444669,0.004533792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,1578,884,1984,1930,2357,83,49,705,437,46,463
53033012000,"Washington","king",1,3349,1448,0,0,0,0,0,0,0,0,0,5.2,105068,0,1,0,1,0,0,0,0,83.4149967,2520.619701,83.4149967,8.758984898,308.9484086,8.758984898,2520.619701,0.752648462,308.9484086,0.092250943,518.5724214,0.15484396,267.3376646,0.079826117,2113.939614,0.631215173,49.33097234,0.01473006,144.5931299,0.043175016,9.749741098,0.00291124,18.80833725,0.005616105,184.1978869,0.055000862,162.5912265,0.048549187,36.27891397,0.025054499,81.21421351,0.056087164,83.4149967,0.024907434,8.758984898,0.002615403,19.40453755,0.005794129,13.89032991,0.004147605,76.21450977,0.022757393,0.802478023,0.000239617,2.304295648,0.000688055,1.743529254,0.000520612,0,0,2.350183846,0.000701757,5.453802703,0.001628487,1.217392984,0.000840741,2.5944297,0.001791733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,668,339,2777,69,195,12,27,269,239,73,112
53033012100,"Washington","king",1,2681,1164,0,8,0.002984,0,0,0,0,0,0,2.5,137857,1,1,1,1,1,0,0,0,1406.749758,2680.999993,1406.749758,80.16561761,173.964605,80.16561761,2680.999993,0.999999998,173.964605,0.064887954,492.9999958,0.183886608,497.999997,0.185751584,2304.999971,0.859753812,29.00000006,0.010816859,130.9999986,0.048862364,20.99999977,0.007832898,15.9999999,0.005967922,178.9999987,0.066766132,125.9999984,0.046997388,32.26181423,0.027716335,37.74583678,0.032427695,1406.749758,0.524710839,80.16561761,0.029901387,225.402236,0.084073941,314.2703351,0.117221311,1241.392631,0.463033432,7.977032483,0.002975394,73.37339331,0.02736792,9.991218058,0.003726676,3.580886308,0.001335653,70.43458326,0.026271758,54.16134798,0.02020192,16.64021341,0.014295716,20.81435298,0.017881747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,493,498,2305,29,131,21,16,179,126,32,37
53033020100,"Washington","king",1,3156,1252,0,150,0.0475285,0,0,0,0,0,0,6.6,122171,1,1,1,1,1,0,0,0,1015.78564,2880.60488,1015.78564,69.30702054,390.3156225,69.30702054,2880.60488,0.912739189,390.3156225,0.123674152,531.5244136,0.168417115,577.9692854,0.183133487,2486.859105,0.78797817,9.792318762,0.003102763,237.0882687,0.075123026,7.898684643,0.002502752,9.898684876,0.003136465,129.0678255,0.040896016,55.87442537,0.017704191,34.31990624,0.027412066,50.66170872,0.040464624,1015.78564,0.321858568,69.30702054,0.021960399,172.3554423,0.054611991,182.527646,0.057835122,849.7186204,0.269239107,2.515957203,0.000797198,107.4158804,0.03403545,5.065091692,0.001604909,1.972019021,0.000624848,49.09807832,0.015557059,18.49509251,0.005860295,12.30046436,0.009824652,18.09627334,0.014453892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,565,702,2736,11,248,9,11,141,62,36,55
53033020200,"Washington","king",1,5566,2187,0,218,0.0391664,0,0,0,0,0,0,9.4,101250,0,1,0,1,0,0,0,0,0,2949.719808,0,0,618.664554,0,2949.719808,0.529953253,618.664554,0.111150656,538.739157,0.096791081,808.5891631,0.145272936,2375.052834,0.4267073,89.02882496,0.015995118,348.0710772,0.062535228,0.032815339,5.89568e-06,11.79158848,0.002118503,125.7426735,0.02259121,118.1686595,0.021230445,82.67856876,0.037804558,68.2986748,0.031229389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,1076,1296,4382,212,643,11,26,292,260,217,125
